#,Date-Time (CEST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Stopped,End of File
58,06/11/2023 16:26:30,6.271,,,,
59,06/11/2023 16:27:00,5.724,,,,
60,06/11/2023 16:27:30,5.295,,,,
61,06/11/2023 16:28:00,4.931,,,,
62,06/11/2023 16:28:30,4.641,,,,
63,06/11/2023 16:29:00,4.405,,,,
64,06/11/2023 16:29:30,4.201,,,,
65,06/11/2023 16:30:00,4.051,,,,
66,06/11/2023 16:30:30,3.923,,,,
67,06/11/2023 16:31:00,3.826,,,,
68,06/11/2023 16:31:30,3.772,,,,
69,06/11/2023 16:32:00,3.719,,,,
70,06/11/2023 16:32:30,3.697,,,,
71,06/11/2023 16:33:00,3.676,,,,
72,06/11/2023 16:33:30,3.676,,,,
73,06/11/2023 16:34:00,3.687,,,,
74,06/11/2023 16:34:30,3.697,,,,
75,06/11/2023 16:35:00,3.740,,,,
76,06/11/2023 16:35:30,3.772,,,,
77,06/11/2023 16:36:00,3.805,,,,
78,06/11/2023 16:36:30,3.837,,,,
79,06/11/2023 16:37:00,3.880,,,,
80,06/11/2023 16:37:30,3.923,,,,
81,06/11/2023 16:38:00,3.976,,,,
82,06/11/2023 16:38:30,4.030,,,,
83,06/11/2023 16:39:00,4.094,,,,
84,06/11/2023 16:39:30,4.148,,,,
85,06/11/2023 16:40:00,4.223,,,,
86,06/11/2023 16:40:30,4.266,,,,
87,06/11/2023 16:41:00,4.330,,,,
88,06/11/2023 16:41:30,4.395,,,,
89,06/11/2023 16:42:00,4.459,,,,
90,06/11/2023 16:42:30,4.534,,,,
91,06/11/2023 16:43:00,4.609,,,,
92,06/11/2023 16:43:30,4.695,,,,
93,06/11/2023 16:44:00,4.781,,,,
94,06/11/2023 16:44:30,4.877,,,,
95,06/11/2023 16:45:00,4.963,,,,
96,06/11/2023 16:45:30,5.059,,,,
97,06/11/2023 16:46:00,5.145,,,,
98,06/11/2023 16:46:30,5.220,,,,
99,06/11/2023 16:47:00,5.306,,,,
100,06/11/2023 16:47:30,5.381,,,,
101,06/11/2023 16:48:00,5.456,,,,
102,06/11/2023 16:48:30,5.542,,,,
103,06/11/2023 16:49:00,5.617,,,,
104,06/11/2023 16:49:30,5.692,,,,
105,06/11/2023 16:50:00,5.757,,,,
106,06/11/2023 16:50:30,5.853,,,,
107,06/11/2023 16:51:00,5.928,,,,
108,06/11/2023 16:51:30,6.003,,,,
109,06/11/2023 16:52:00,6.068,,,,
110,06/11/2023 16:52:30,6.153,,,,
111,06/11/2023 16:53:00,6.229,,,,
112,06/11/2023 16:53:30,6.304,,,,
113,06/11/2023 16:54:00,6.389,,,,
114,06/11/2023 16:54:30,6.475,,,,
115,06/11/2023 16:55:00,6.540,,,,
116,06/11/2023 16:55:30,6.615,,,,
117,06/11/2023 16:56:00,6.690,,,,
118,06/11/2023 16:56:30,6.765,,,,
119,06/11/2023 16:57:00,6.829,,,,
120,06/11/2023 16:57:30,6.904,,,,
121,06/11/2023 16:58:00,6.969,,,,
122,06/11/2023 16:58:30,7.044,,,,
123,06/11/2023 16:59:00,7.108,,,,
124,06/11/2023 16:59:30,7.194,,,,
125,06/11/2023 16:59:59,,,,Logged,Logged
