#,Date-Time (CEST),Ch: 1 - Temperature   (°C),Button Down,Button Up,Stopped,End of File
109,06/11/2023 16:54:30,6.454,,,,
110,06/11/2023 16:55:00,6.529,,,,
111,06/11/2023 16:55:30,6.593,,,,
112,06/11/2023 16:56:00,6.658,,,,
113,06/11/2023 16:56:30,6.733,,,,
114,06/11/2023 16:57:00,6.786,,,,
115,06/11/2023 16:57:30,6.851,,,,
116,06/11/2023 16:58:00,6.926,,,,
117,06/11/2023 16:58:30,6.990,,,,
118,06/11/2023 16:59:00,7.076,,,,
119,06/11/2023 16:59:30,7.151,,,,
120,06/11/2023 16:59:59,,,,Logged,Logged
