06/14/2023 05:52:22,41.42,-10.10,16.86
06/14/2023 05:52:22,41.42,-10.10,16.87
06/14/2023 05:52:23,41.59,-10.10,16.89
06/14/2023 05:52:24,40.52,-10.16,16.93
06/14/2023 05:52:25,40.35,-10.13,17.16
06/14/2023 05:52:26,41.05,-10.16,17.43
06/14/2023 05:52:27,40.52,-10.19,17.67
06/14/2023 05:52:28,40.34,-10.19,17.89
06/14/2023 05:52:29,40.70,-10.13,18.08
06/14/2023 05:52:30,40.88,-10.16,18.22
06/14/2023 05:52:31,40.34,-10.19,18.36
06/14/2023 05:52:32,40.69,-10.16,18.49
06/14/2023 05:52:33,40.53,-10.16,18.59
06/14/2023 05:52:34,40.52,-10.16,18.68
06/14/2023 05:52:35,39.82,-10.13,18.78
06/14/2023 05:52:36,40.88,-10.19,18.86
06/14/2023 05:52:37,40.17,-10.16,18.96
06/14/2023 05:52:38,40.69,-10.19,19.03
06/14/2023 05:52:39,41.04,-10.13,19.06
06/14/2023 05:52:40,40.88,-10.16,18.78
06/14/2023 05:52:41,36.61,-10.13,18.49
06/14/2023 05:52:42,18.94,-10.19,18.27
06/14/2023 05:52:43,19.81,-10.19,18.08
06/14/2023 05:52:44,20.16,-10.13,17.94
06/14/2023 05:52:45,19.46,-10.16,17.82
06/14/2023 05:52:46,27.75,-10.16,17.75
06/14/2023 05:52:47,25.80,-10.19,17.69
06/14/2023 05:52:48,23.86,-10.10,17.67
06/14/2023 05:52:48,22.63,-10.22,17.60
06/14/2023 05:52:49,138.4,-10.16,17.52
06/14/2023 05:52:50,148.0,-10.13,17.53
06/14/2023 05:52:51,154.7,-10.19,17.53
06/14/2023 05:52:52,151.9,-10.16,17.44
06/14/2023 05:52:53,152.1,-10.10,17.30
06/14/2023 05:52:54,152.1,-10.04,16.04
06/14/2023 05:52:55,151.9,-9.98,15.54
06/14/2023 05:52:56,151.7,-10.01,15.28
06/14/2023 05:52:57,151.4,-10.04,15.12
06/14/2023 05:52:58,151.2,-10.10,15.02
06/14/2023 05:52:59,151.5,-10.13,14.97
06/14/2023 05:53:00,151.6,-10.04,14.94
06/14/2023 05:53:01,151.0,-9.83,14.93
06/14/2023 05:53:02,150.8,-9.86,14.91
06/14/2023 05:53:03,150.8,-9.86,14.85
06/14/2023 05:53:04,149.6,-9.92,14.78
06/14/2023 05:53:05,149.9,-9.86,14.74
06/14/2023 05:53:06,149.3,-9.86,14.69
06/14/2023 05:53:07,149.9,-9.89,14.66
06/14/2023 05:53:08,149.2,-9.83,14.70
06/14/2023 05:53:09,149.3,-9.92,14.77
06/14/2023 05:53:10,150.4,-9.89,14.77
06/14/2023 05:53:11,149.9,-9.86,14.74
06/14/2023 05:53:12,150.1,-9.92,14.73
06/14/2023 05:53:13,150.2,-9.83,14.72
06/14/2023 05:53:14,150.1,-9.86,14.72
06/14/2023 05:53:15,150.6,-9.92,14.71
06/14/2023 05:53:16,150.6,-9.83,14.71
06/14/2023 05:53:17,149.9,-9.98,14.72
06/14/2023 05:53:18,150.1,-10.04,14.73
06/14/2023 05:53:19,149.7,-10.01,14.76
06/14/2023 05:53:20,149.3,-9.71,14.72
06/14/2023 05:53:21,148.2,-9.68,14.58
