Time,Depth,Conductivity,Temperature
06/14/2023 06:23:10,5.93,115.5,5.03
06/14/2023 06:23:11,5.23,115.5,5.04
06/14/2023 06:23:12,4.6,115.5,5.05
06/14/2023 06:23:14,3.42,115.0,5.08
06/14/2023 06:23:15,3.21,115.2,5.09
06/14/2023 06:23:16,2.72,114.6,5.1
06/14/2023 06:23:17,2.09,114.6,5.11
06/14/2023 06:23:18,1.18,115.3,5.14
06/14/2023 06:23:19,0.3,114.5,5.18
06/14/2023 06:23:20,0.06,114.6,5.21
06/14/2023 06:23:21,0.3,114.8,5.23
06/14/2023 06:23:22,0.18,114.8,5.24
06/14/2023 06:23:23,-0.21,114.4,5.25
06/14/2023 06:23:24,-0.88,114.6,5.29
06/14/2023 06:23:25,-1.18,115.0,5.3
06/14/2023 06:23:26,-1.36,114.6,5.31
06/14/2023 06:23:27,-1.85,114.6,5.31
06/14/2023 06:23:28,-2.06,115.0,5.32
06/14/2023 06:23:29,-2.21,114.4,5.36
06/14/2023 06:23:30,-2.3,115.5,5.38
06/14/2023 06:23:31,-2.69,115.0,5.38
06/14/2023 06:23:32,-2.87,114.6,5.54
06/14/2023 06:23:33,-3.39,116.1,5.9
06/14/2023 06:23:34,-4.08,117.6,6.15
06/14/2023 06:23:35,-4.51,118.3,6.42
06/14/2023 06:23:36,-5.17,120.3,6.95
06/14/2023 06:23:37,-5.81,122.2,7.4
06/14/2023 06:23:38,-6.38,124.0,7.74
06/14/2023 06:23:39,-6.93,125.9,8.28
06/14/2023 06:23:40,-7.59,128.5,9.26
06/14/2023 06:23:41,-8.5,141.8,11.52
06/14/2023 06:23:42,-9.38,147.4,13.04
06/14/2023 06:23:43,-10.1,151.9,14.28
06/14/2023 06:23:44,-10.1,147.8,14.27
06/14/2023 06:23:45,-10.1,147.6,14.22
