Time,Depth,Conductivity,Temperature
06/14/2023 06:04:58,26.16,117.3,5.0
06/14/2023 06:04:59,27.19,117.1,5.0
06/14/2023 06:05:00,28.12,116.9,4.99
06/14/2023 06:05:01,29.06,116.6,4.99
06/14/2023 06:05:02,30.09,117.1,4.99
06/14/2023 06:05:03,31.06,117.7,4.99
06/14/2023 06:05:04,32.09,117.7,4.98
06/14/2023 06:05:06,34.02,118.1,4.98
06/14/2023 06:05:07,35.05,119.0,4.98
06/14/2023 06:05:08,36.11,119.9,4.97
06/14/2023 06:05:09,37.14,120.5,4.97
06/14/2023 06:05:10,37.53,121.9,4.97
06/14/2023 06:05:11,37.53,121.4,4.96
06/14/2023 06:05:12,37.56,121.4,4.96
06/14/2023 06:05:13,37.5,121.7,4.96
06/14/2023 06:05:14,37.5,121.4,4.96
06/14/2023 06:05:15,37.53,121.7,4.95
06/14/2023 06:05:16,37.53,121.7,4.95
06/14/2023 06:05:17,37.53,121.7,4.95
06/14/2023 06:05:18,37.5,121.4,4.95
06/14/2023 06:05:19,37.56,121.6,4.95
06/14/2023 06:05:20,37.53,121.8,4.96
06/14/2023 06:05:21,37.53,121.6,4.95
06/14/2023 06:05:22,37.53,121.0,4.95
06/14/2023 06:05:23,37.5,121.2,4.95
06/14/2023 06:05:24,37.53,121.4,4.96
06/14/2023 06:05:25,37.56,121.8,4.95
06/14/2023 06:05:25,37.53,121.2,4.96
06/14/2023 06:05:26,37.5,121.6,4.96
06/14/2023 06:05:27,37.53,121.6,4.96
06/14/2023 06:05:28,37.44,121.7,4.96
06/14/2023 06:05:29,37.38,121.6,4.96
06/14/2023 06:05:30,37.11,120.8,4.96
06/14/2023 06:05:31,36.59,120.3,4.96
06/14/2023 06:05:32,36.08,119.9,4.96
06/14/2023 06:05:33,35.72,119.9,4.97
06/14/2023 06:05:34,35.44,119.4,4.97
06/14/2023 06:05:35,35.02,119.2,4.97
06/14/2023 06:05:36,34.32,118.3,4.97
06/14/2023 06:05:37,33.78,118.3,4.98
06/14/2023 06:05:38,33.3,118.1,4.97
06/14/2023 06:05:39,32.72,118.1,4.97
06/14/2023 06:05:40,32.21,117.7,4.97
06/14/2023 06:05:41,31.72,117.7,4.97
06/14/2023 06:05:42,31.36,117.9,4.97
06/14/2023 06:05:43,30.91,117.6,4.98
06/14/2023 06:05:44,30.33,117.2,4.98
06/14/2023 06:05:45,29.97,117.2,4.98
06/14/2023 06:05:46,29.49,117.2,4.97
06/14/2023 06:05:47,29.12,117.5,4.98
06/14/2023 06:05:48,28.64,116.6,4.98
06/14/2023 06:05:49,28.31,116.4,4.98
06/14/2023 06:05:50,27.85,116.6,4.99
06/14/2023 06:05:51,27.55,117.0,4.99
06/14/2023 06:05:52,27.13,116.4,4.99
06/14/2023 06:05:53,26.73,116.8,4.99
06/14/2023 06:05:54,26.25,115.9,5.0
06/14/2023 06:05:55,25.77,116.3,4.99
06/14/2023 06:05:56,25.22,116.4,4.99
06/14/2023 06:05:57,24.68,116.6,4.99
06/14/2023 06:05:58,24.16,116.5,4.98
06/14/2023 06:05:59,23.71,115.9,4.99
06/14/2023 06:06:00,23.56,115.7,4.99
06/14/2023 06:06:01,23.16,115.9,4.98
06/14/2023 06:06:02,22.53,115.6,4.98
06/14/2023 06:06:03,22.02,116.3,4.99
06/14/2023 06:06:04,21.41,116.3,5.0
06/14/2023 06:06:06,20.29,115.7,5.0
06/14/2023 06:06:07,19.84,115.9,5.0
06/14/2023 06:06:08,19.23,115.4,4.99
06/14/2023 06:06:09,18.72,115.9,5.0
06/14/2023 06:06:10,18.17,115.7,5.0
06/14/2023 06:06:11,17.66,115.7,5.0
06/14/2023 06:06:12,17.09,115.9,5.01
06/14/2023 06:06:13,16.48,115.4,5.0
06/14/2023 06:06:14,15.94,115.9,5.01
06/14/2023 06:06:15,15.36,115.7,5.02
06/14/2023 06:06:16,14.76,115.9,5.02
06/14/2023 06:06:17,14.21,116.3,5.03
06/14/2023 06:06:18,13.7,115.9,5.03
06/14/2023 06:06:19,13.06,115.7,5.03
06/14/2023 06:06:20,12.61,115.9,5.02
06/14/2023 06:06:21,12.07,115.7,5.03
06/14/2023 06:06:22,11.73,115.7,5.02
06/14/2023 06:06:23,11.19,115.4,5.02
06/14/2023 06:06:24,10.74,115.9,5.01
06/14/2023 06:06:25,10.16,115.4,5.01
06/14/2023 06:06:26,9.56,115.6,5.02
06/14/2023 06:06:27,9.04,115.2,5.03
06/14/2023 06:06:28,8.5,115.4,5.03
06/14/2023 06:06:29,8.01,115.2,5.04
06/14/2023 06:06:30,7.53,114.8,5.03
06/14/2023 06:06:31,6.92,115.0,5.04
06/14/2023 06:06:32,6.44,115.4,5.04
06/14/2023 06:06:33,5.9,114.8,5.05
06/14/2023 06:06:34,5.32,114.3,5.06
06/14/2023 06:06:35,4.96,113.9,5.07
06/14/2023 06:06:36,4.26,114.3,5.08
06/14/2023 06:06:36,4.78,114.3,5.07
06/14/2023 06:06:37,3.75,114.5,5.08
06/14/2023 06:06:38,3.27,114.3,5.08
06/14/2023 06:06:39,2.66,114.1,5.09
06/14/2023 06:06:40,2.24,114.1,5.09
06/14/2023 06:06:41,1.69,113.6,5.09
06/14/2023 06:06:42,1.27,114.1,5.1
06/14/2023 06:06:43,0.85,114.1,5.11
06/14/2023 06:06:44,0.6,113.9,5.12
06/14/2023 06:06:45,0.24,114.1,5.13
06/14/2023 06:06:46,-0.18,114.4,5.18
06/14/2023 06:06:47,-0.51,113.8,5.24
06/14/2023 06:06:48,-0.82,114.5,5.28
06/14/2023 06:06:49,-1.27,114.5,5.32
06/14/2023 06:06:50,-1.66,114.7,5.34
06/14/2023 06:06:51,-1.66,114.8,5.36
06/14/2023 06:06:52,-2.09,114.5,5.38
06/14/2023 06:06:53,-2.48,114.9,5.43
06/14/2023 06:06:54,-2.87,115.1,5.52
06/14/2023 06:06:55,-3.27,115.2,5.66
06/14/2023 06:06:56,-3.66,116.2,5.92
06/14/2023 06:06:57,-3.96,116.9,6.13
06/14/2023 06:06:58,-4.2,118.2,6.35
06/14/2023 06:06:59,-4.08,117.7,6.46
06/14/2023 06:07:00,-4.05,117.1,6.46
06/14/2023 06:07:01,-4.23,118.0,6.52
06/14/2023 06:07:02,-4.42,118.6,6.59
06/14/2023 06:07:03,-4.72,119.3,6.67
06/14/2023 06:07:04,-4.99,119.3,6.87
