Time,Depth,Conductivity,Temperature
06/14/2023 05:35:55,-9.53,153.3,15.14
06/14/2023 05:35:56,-9.35,152.6,15.06
06/14/2023 05:35:57,-9.01,150.6,14.92
06/14/2023 05:35:58,-8.71,148.8,14.65
06/14/2023 05:35:59,-8.5,145.7,14.26
06/14/2023 05:36:00,-8.23,142.7,13.77
06/14/2023 05:36:01,-8.01,139.1,13.05
06/14/2023 05:36:02,-7.77,135.1,12.27
06/14/2023 05:36:03,-7.59,134.0,11.38
06/14/2023 05:36:04,-7.26,132.9,10.65
06/14/2023 05:36:05,-7.05,132.9,10.11
06/14/2023 05:36:06,-6.84,131.4,9.78
06/14/2023 05:36:07,-6.62,129.8,9.55
06/14/2023 05:36:08,-6.29,129.2,9.33
06/14/2023 05:36:09,-6.08,128.5,8.92
06/14/2023 05:36:10,-5.81,126.8,8.64
06/14/2023 05:36:11,-5.47,125.7,8.39
06/14/2023 05:36:12,-5.17,125.5,8.1
06/14/2023 05:36:13,-4.87,123.5,7.85
06/14/2023 05:36:14,-4.57,122.9,7.62
06/14/2023 05:36:15,-4.23,122.2,7.32
06/14/2023 05:36:16,-3.96,121.1,7.1
06/14/2023 05:36:17,-3.63,120.5,6.83
06/14/2023 05:36:18,-3.33,119.6,6.61
06/14/2023 05:36:19,-3.06,119.1,6.44
06/14/2023 05:36:20,-2.87,118.5,6.23
06/14/2023 05:36:21,-2.75,118.5,6.08
06/14/2023 05:36:22,-2.48,118.3,5.98
06/14/2023 05:36:23,-2.3,118.2,5.9
06/14/2023 05:36:24,-1.91,118.3,5.81
06/14/2023 05:36:25,-1.63,118.0,5.75
06/14/2023 05:36:26,-1.45,117.4,5.7
06/14/2023 05:36:27,-1.18,117.4,5.67
06/14/2023 05:36:28,-0.97,116.3,5.64
06/14/2023 05:36:29,-0.7,116.3,5.57
06/14/2023 05:36:30,-0.36,116.1,5.47
06/14/2023 05:36:31,-0.21,116.0,5.41
06/14/2023 05:36:32,0.06,116.0,5.36
06/14/2023 05:36:33,0.3,116.0,5.32
06/14/2023 05:36:34,0.51,116.0,5.3
06/14/2023 05:36:35,0.88,116.3,5.27
06/14/2023 05:36:36,1.06,116.1,5.24
06/14/2023 05:36:37,1.33,116.3,5.24
06/14/2023 05:36:38,1.54,116.5,5.22
06/14/2023 05:36:39,1.81,116.3,5.21
06/14/2023 05:36:40,2.06,116.5,5.2
06/14/2023 05:36:41,2.27,116.7,5.19
06/14/2023 05:36:42,2.45,116.9,5.19
06/14/2023 05:36:43,2.69,116.9,5.19
06/14/2023 05:36:43,2.84,117.1,5.19
06/14/2023 05:36:44,3.11,116.9,5.19
06/14/2023 05:36:46,3.57,117.1,5.18
06/14/2023 05:36:47,3.69,117.5,5.18
06/14/2023 05:36:48,3.93,116.7,5.17
06/14/2023 05:36:49,4.17,116.5,5.17
06/14/2023 05:36:50,4.32,116.7,5.16
06/14/2023 05:36:51,4.6,116.5,5.15
06/14/2023 05:36:52,4.78,116.9,5.13
06/14/2023 05:36:53,5.05,117.1,5.12
06/14/2023 05:36:54,5.23,117.3,5.12
06/14/2023 05:36:55,5.5,117.3,5.12
06/14/2023 05:36:56,5.72,117.1,5.12
06/14/2023 05:36:57,5.96,117.5,5.12
06/14/2023 05:36:58,6.14,117.1,5.12
06/14/2023 05:36:59,6.29,116.5,5.12
06/14/2023 05:37:00,6.47,116.8,5.12
06/14/2023 05:37:01,6.71,117.1,5.11
06/14/2023 05:37:02,6.92,117.5,5.09
06/14/2023 05:37:03,7.02,116.9,5.08
06/14/2023 05:37:04,7.29,116.2,5.08
06/14/2023 05:37:05,7.56,116.4,5.08
06/14/2023 05:37:06,7.86,116.7,5.07
06/14/2023 05:37:07,8.16,116.8,5.07
06/14/2023 05:37:08,8.41,116.2,5.06
06/14/2023 05:37:09,8.68,116.4,5.04
06/14/2023 05:37:10,8.86,116.9,5.05
06/14/2023 05:37:11,9.04,117.1,5.05
06/14/2023 05:37:12,9.22,116.8,5.04
06/14/2023 05:37:13,9.5,117.7,5.05
06/14/2023 05:37:14,9.68,117.3,5.04
06/14/2023 05:37:15,9.89,117.3,5.04
06/14/2023 05:37:16,10.1,116.9,5.04
06/14/2023 05:37:17,10.25,117.3,5.04
06/14/2023 05:37:18,10.46,117.1,5.04
06/14/2023 05:37:19,10.71,117.0,5.04
06/14/2023 05:37:20,10.92,117.1,5.03
06/14/2023 05:37:21,11.13,117.1,5.02
06/14/2023 05:37:22,11.28,116.8,5.02
06/14/2023 05:37:23,11.49,116.8,5.02
06/14/2023 05:37:24,11.7,117.5,5.02
06/14/2023 05:37:25,11.91,116.8,5.01
06/14/2023 05:37:26,12.07,116.6,5.01
06/14/2023 05:37:27,12.31,117.0,5.01
06/14/2023 05:37:28,12.49,117.1,5.01
06/14/2023 05:37:29,12.64,117.1,5.01
06/14/2023 05:37:30,12.88,117.3,5.01
06/14/2023 05:37:31,13.03,117.0,5.01
06/14/2023 05:37:32,13.31,116.9,5.01
06/14/2023 05:37:33,13.46,116.2,5.01
06/14/2023 05:37:34,13.7,116.5,5.01
06/14/2023 05:37:35,13.94,116.6,5.0
06/14/2023 05:37:36,14.15,116.6,5.01
06/14/2023 05:37:37,14.33,117.0,5.01
06/14/2023 05:37:38,14.58,117.0,5.0
06/14/2023 05:37:39,14.73,116.6,5.01
06/14/2023 05:37:40,15.0,116.3,5.01
06/14/2023 05:37:41,15.12,116.8,5.01
06/14/2023 05:37:42,15.36,116.4,5.0
06/14/2023 05:37:43,15.6,116.3,5.0
06/14/2023 05:37:44,15.82,116.4,5.0
06/14/2023 05:37:45,16.0,116.6,4.99
06/14/2023 05:37:46,16.48,116.6,4.99
06/14/2023 05:37:47,16.63,116.6,4.99
06/14/2023 05:37:48,16.78,116.4,4.98
06/14/2023 05:37:49,17.06,116.5,4.98
06/14/2023 05:37:50,17.3,116.1,4.98
06/14/2023 05:37:51,17.54,116.6,4.98
06/14/2023 05:37:52,17.75,116.6,4.98
06/14/2023 05:37:53,17.93,116.6,4.98
06/14/2023 05:37:54,18.17,116.8,4.98
06/14/2023 05:37:55,18.39,116.4,4.98
06/14/2023 05:37:56,18.6,115.9,4.97
06/14/2023 05:37:57,18.9,116.8,4.97
06/14/2023 05:37:58,19.17,116.6,4.97
06/14/2023 05:37:59,19.35,116.5,4.98
06/14/2023 05:38:00,19.57,116.4,4.99
06/14/2023 05:38:01,19.9,116.6,4.98
06/14/2023 05:38:02,20.02,116.8,4.98
06/14/2023 05:38:03,20.32,116.8,4.98
06/14/2023 05:38:04,20.47,116.6,4.98
06/14/2023 05:38:05,20.72,116.5,4.98
06/14/2023 05:38:06,20.96,116.3,4.98
06/14/2023 05:38:07,21.17,116.5,4.97
06/14/2023 05:38:08,21.35,116.8,4.97
06/14/2023 05:38:09,21.59,116.7,4.97
06/14/2023 05:38:10,21.86,116.7,4.97
06/14/2023 05:38:11,22.11,116.8,4.97
06/14/2023 05:38:12,22.29,116.6,4.97
06/14/2023 05:38:13,22.56,116.7,4.98
06/14/2023 05:38:14,22.77,116.5,4.96
06/14/2023 05:38:15,23.04,117.0,4.97
06/14/2023 05:38:16,23.23,117.0,4.96
06/14/2023 05:38:17,23.5,116.7,4.96
06/14/2023 05:38:18,23.68,117.2,4.97
06/14/2023 05:38:19,23.92,117.6,4.97
06/14/2023 05:38:20,24.16,117.2,4.97
06/14/2023 05:38:21,24.37,117.2,4.97
06/14/2023 05:38:22,24.59,117.2,4.97
06/14/2023 05:38:23,24.83,117.4,4.97
06/14/2023 05:38:24,25.1,117.4,4.98
06/14/2023 05:38:25,25.28,117.8,4.98
06/14/2023 05:38:26,25.46,117.6,4.98
06/14/2023 05:38:27,25.77,117.6,4.98
06/14/2023 05:38:28,25.95,117.8,4.99
06/14/2023 05:38:29,26.16,118.2,4.99
06/14/2023 05:38:30,26.37,117.6,4.99
06/14/2023 05:38:31,26.52,118.0,5.0
06/14/2023 05:38:32,26.73,118.3,4.99
06/14/2023 05:38:33,26.95,118.5,5.0
06/14/2023 05:38:34,27.16,118.4,5.0
06/14/2023 05:38:35,27.4,118.5,5.0
06/14/2023 05:38:36,27.55,118.3,5.0
06/14/2023 05:38:37,27.73,118.5,5.01
06/14/2023 05:38:38,27.97,118.4,5.0
06/14/2023 05:38:39,28.25,118.2,5.0
06/14/2023 05:38:40,28.4,118.4,5.0
06/14/2023 05:38:41,28.64,118.5,5.01
06/14/2023 05:38:42,28.85,118.5,5.0
06/14/2023 05:38:43,29.03,118.0,5.0
06/14/2023 05:38:44,29.21,118.2,5.01
06/14/2023 05:38:45,29.39,118.2,5.0
06/14/2023 05:38:47,29.91,118.2,5.01
06/14/2023 05:38:48,30.12,118.3,5.01
06/14/2023 05:38:49,30.36,117.8,5.01
06/14/2023 05:38:50,30.82,118.3,5.0
06/14/2023 05:38:50,30.6,118.5,5.01
06/14/2023 05:38:51,31.09,118.3,5.0
06/14/2023 05:38:52,31.36,118.2,5.0
06/14/2023 05:38:53,31.66,118.0,5.0
06/14/2023 05:38:54,31.9,117.8,5.0
06/14/2023 05:38:55,32.18,118.2,5.0
06/14/2023 05:38:56,32.39,118.2,5.0
06/14/2023 05:38:57,32.69,118.0,5.0
06/14/2023 05:38:58,32.96,117.7,5.0
06/14/2023 05:38:59,33.21,117.8,5.01
06/14/2023 05:39:00,33.39,118.2,5.0
06/14/2023 05:39:01,33.63,118.2,5.0
06/14/2023 05:39:02,33.87,118.6,5.0
06/14/2023 05:39:03,34.05,118.4,4.99
06/14/2023 05:39:04,34.32,118.8,5.0
06/14/2023 05:39:05,34.51,118.6,5.0
06/14/2023 05:39:06,34.78,118.7,5.0
06/14/2023 05:39:07,34.99,118.8,5.0
06/14/2023 05:39:08,35.2,118.2,5.0
06/14/2023 05:39:09,35.53,119.0,4.99
06/14/2023 05:39:10,35.72,118.4,5.0
06/14/2023 05:39:11,35.99,118.6,4.99
06/14/2023 05:39:12,36.2,118.8,5.0
06/14/2023 05:39:13,36.44,118.6,4.99
06/14/2023 05:39:14,36.68,118.2,4.99
06/14/2023 05:39:15,37.02,118.0,4.99
06/14/2023 05:39:16,37.23,118.1,5.0
06/14/2023 05:39:17,37.53,118.6,5.0
06/14/2023 05:39:18,37.68,118.4,5.0
06/14/2023 05:39:19,37.92,117.9,5.0
06/14/2023 05:39:20,38.17,118.2,4.99
06/14/2023 05:39:21,38.41,118.4,5.0
06/14/2023 05:39:22,38.65,118.2,5.0
06/14/2023 05:39:23,38.83,118.2,5.0
06/14/2023 05:39:24,39.04,117.9,4.99
06/14/2023 05:39:25,39.25,118.4,5.0
06/14/2023 05:39:26,39.5,118.6,5.0
06/14/2023 05:39:27,39.71,117.9,5.0
06/14/2023 05:39:28,39.92,118.6,5.0
06/14/2023 05:39:29,40.19,118.4,5.0
06/14/2023 05:39:30,40.37,118.2,5.0
06/14/2023 05:39:31,40.58,118.4,4.99
06/14/2023 05:39:32,40.74,117.9,5.0
06/14/2023 05:39:33,41.04,118.4,4.99
06/14/2023 05:39:34,41.31,118.4,5.0
06/14/2023 05:39:35,41.52,118.2,4.99
06/14/2023 05:39:36,41.7,118.6,4.99
06/14/2023 05:39:37,41.92,118.2,4.99
06/14/2023 05:39:38,42.16,118.2,5.0
06/14/2023 05:39:39,42.34,118.6,5.0
06/14/2023 05:39:40,42.55,118.8,4.99
06/14/2023 05:39:41,42.76,118.6,4.99
06/14/2023 05:39:42,42.88,118.6,4.99
06/14/2023 05:39:43,43.16,118.8,4.99
06/14/2023 05:39:44,43.34,118.8,4.99
06/14/2023 05:39:45,43.55,118.8,4.99
06/14/2023 05:39:47,44.03,119.0,4.99
06/14/2023 05:39:48,44.27,118.8,4.99
06/14/2023 05:39:49,44.58,118.8,5.0
06/14/2023 05:39:50,44.76,119.2,4.99
06/14/2023 05:39:51,44.97,118.1,4.99
06/14/2023 05:39:52,45.21,118.8,4.99
06/14/2023 05:39:53,45.48,118.5,4.99
06/14/2023 05:39:54,45.76,118.5,4.99
06/14/2023 05:39:55,46.0,118.5,4.99
06/14/2023 05:39:56,46.3,118.8,5.0
06/14/2023 05:39:57,46.51,119.1,4.99
06/14/2023 05:39:58,46.78,119.0,4.99
06/14/2023 05:39:58,46.97,118.5,4.99
06/14/2023 05:39:59,47.24,118.8,5.0
06/14/2023 05:40:00,47.54,119.0,5.0
06/14/2023 05:40:01,47.81,119.2,4.99
06/14/2023 05:40:02,48.11,119.2,5.0
06/14/2023 05:40:03,48.45,119.3,4.99
06/14/2023 05:40:04,48.69,119.4,4.99
06/14/2023 05:40:05,49.02,119.2,4.99
06/14/2023 05:40:06,49.26,119.4,4.99
06/14/2023 05:40:07,49.57,118.8,4.98
06/14/2023 05:40:08,49.9,119.5,4.98
06/14/2023 05:40:09,50.23,119.5,4.97
06/14/2023 05:40:10,50.47,119.4,4.97
06/14/2023 05:40:11,50.78,119.6,4.97
06/14/2023 05:40:12,51.08,119.8,4.98
06/14/2023 05:40:13,51.35,120.1,4.97
06/14/2023 05:40:14,51.71,121.0,4.96
06/14/2023 05:40:15,52.02,122.1,4.96
06/14/2023 05:40:16,52.29,121.9,4.95
06/14/2023 05:40:17,52.65,121.6,4.95
06/14/2023 05:40:18,52.74,121.4,4.94
06/14/2023 05:40:19,52.98,122.0,4.92
06/14/2023 05:40:20,53.04,122.5,4.92
06/14/2023 05:40:21,53.07,122.3,4.91
06/14/2023 05:40:22,53.1,122.0,4.91
06/14/2023 05:40:23,53.1,122.2,4.91
06/14/2023 05:40:24,53.1,122.3,4.9
06/14/2023 05:40:25,53.1,122.2,4.9
06/14/2023 05:40:26,53.07,122.1,4.9
06/14/2023 05:40:27,53.1,122.7,4.91
06/14/2023 05:40:28,53.07,122.0,4.91
06/14/2023 05:40:29,53.1,122.3,4.92
06/14/2023 05:40:30,53.1,122.3,4.92
06/14/2023 05:40:31,53.1,122.3,4.9
06/14/2023 05:40:32,53.1,122.3,4.92
06/14/2023 05:40:33,53.1,121.6,4.91
06/14/2023 05:40:34,53.1,122.0,4.91
06/14/2023 05:40:35,53.13,122.2,4.92
06/14/2023 05:40:36,53.1,122.4,4.92
06/14/2023 05:40:37,53.1,122.0,4.91
06/14/2023 05:40:38,53.07,121.6,4.91
06/14/2023 05:40:39,53.1,122.2,4.89
06/14/2023 05:40:40,53.1,122.3,4.9
06/14/2023 05:40:41,53.1,122.0,4.9
06/14/2023 05:40:42,53.1,122.0,4.9
06/14/2023 05:40:43,53.1,122.0,4.89
06/14/2023 05:40:44,53.1,121.6,4.89
06/14/2023 05:40:45,53.1,122.0,4.89
06/14/2023 05:40:47,53.1,121.5,4.89
06/14/2023 05:40:48,53.13,121.8,4.89
06/14/2023 05:40:49,53.13,121.8,4.89
06/14/2023 05:40:50,53.07,122.0,4.89
06/14/2023 05:40:51,53.1,121.8,4.89
06/14/2023 05:40:52,53.1,121.5,4.89
06/14/2023 05:40:53,53.07,121.7,4.89
06/14/2023 05:40:54,53.1,122.4,4.89
06/14/2023 05:40:55,53.1,121.8,4.89
06/14/2023 05:40:56,53.04,121.5,4.89
06/14/2023 05:40:57,53.1,122.0,4.9
06/14/2023 05:40:58,53.1,122.0,4.9
06/14/2023 05:40:59,53.1,121.7,4.9
06/14/2023 05:41:00,53.1,121.7,4.9
06/14/2023 05:41:01,53.1,122.0,4.9
06/14/2023 05:41:02,53.17,121.9,4.89
06/14/2023 05:41:03,53.07,121.8,4.89
06/14/2023 05:41:04,53.1,121.7,4.9
06/14/2023 05:41:05,53.1,121.3,4.89
06/14/2023 05:41:06,53.1,121.9,4.89
06/14/2023 05:41:07,53.07,121.7,4.89
06/14/2023 05:41:08,53.07,122.0,4.89
06/14/2023 05:41:09,53.07,122.0,4.89
06/14/2023 05:41:10,53.1,121.7,4.9
06/14/2023 05:41:11,53.1,121.9,4.9
06/14/2023 05:41:11,53.07,122.0,4.9
06/14/2023 05:41:12,53.1,121.7,4.9
06/14/2023 05:41:13,53.1,121.7,4.9
06/14/2023 05:41:14,53.1,122.0,4.9
06/14/2023 05:41:15,53.07,122.1,4.91
06/14/2023 05:41:16,53.1,121.9,4.9
06/14/2023 05:41:17,53.13,121.5,4.91
06/14/2023 05:41:18,53.1,121.4,4.89
06/14/2023 05:41:19,53.1,121.7,4.9
06/14/2023 05:41:20,53.1,121.7,4.9
06/14/2023 05:41:21,53.07,122.1,4.9
06/14/2023 05:41:22,53.1,121.7,4.9
06/14/2023 05:41:23,53.1,121.4,4.89
06/14/2023 05:41:24,53.1,121.6,4.9
06/14/2023 05:41:25,53.1,121.5,4.9
06/14/2023 05:41:26,53.07,122.1,4.9
06/14/2023 05:41:27,53.13,121.5,4.9
06/14/2023 05:41:28,53.1,122.2,4.9
06/14/2023 05:41:29,53.1,121.7,4.9
06/14/2023 05:41:30,53.1,121.9,4.9
06/14/2023 05:41:31,53.07,121.9,4.9
06/14/2023 05:41:32,53.07,121.7,4.91
06/14/2023 05:41:33,53.1,121.7,4.9
06/14/2023 05:41:34,53.07,122.2,4.9
06/14/2023 05:41:35,53.1,121.5,4.9
06/14/2023 05:41:36,53.1,121.4,4.89
06/14/2023 05:41:37,53.1,122.1,4.9
06/14/2023 05:41:38,53.07,121.7,4.9
06/14/2023 05:41:39,53.1,121.6,4.89
06/14/2023 05:41:40,53.1,121.8,4.9
06/14/2023 05:41:41,53.1,122.1,4.9
06/14/2023 05:41:42,53.1,121.5,4.89
06/14/2023 05:41:43,53.1,121.5,4.89
06/14/2023 05:41:44,53.1,121.7,4.9
06/14/2023 05:41:45,53.1,121.4,4.9
06/14/2023 05:41:47,53.07,121.5,4.89
06/14/2023 05:41:48,53.1,121.7,4.89
06/14/2023 05:41:49,53.1,121.9,4.89
06/14/2023 05:41:50,53.1,121.5,4.89
06/14/2023 05:41:51,53.07,121.6,4.89
06/14/2023 05:41:52,53.07,121.7,4.88
06/14/2023 05:41:53,53.1,122.1,4.88
06/14/2023 05:41:54,53.07,121.4,4.88
06/14/2023 05:41:55,53.1,121.9,4.87
06/14/2023 05:41:56,53.1,121.7,4.87
06/14/2023 05:41:57,53.07,121.7,4.88
06/14/2023 05:41:58,53.1,121.5,4.9
06/14/2023 05:41:59,53.1,121.7,4.88
06/14/2023 05:42:00,53.07,121.6,4.88
06/14/2023 05:42:01,53.13,121.7,4.89
06/14/2023 05:42:02,53.1,122.1,4.88
06/14/2023 05:42:03,53.1,121.7,4.88
06/14/2023 05:42:04,53.1,121.7,4.87
06/14/2023 05:42:05,53.1,121.7,4.87
06/14/2023 05:42:06,53.1,121.0,4.87
06/14/2023 05:42:07,53.1,121.2,4.87
06/14/2023 05:42:08,53.07,121.4,4.87
06/14/2023 05:42:09,53.13,121.6,4.88
06/14/2023 05:42:10,53.1,121.7,4.88
06/14/2023 05:42:11,53.01,121.2,4.87
06/14/2023 05:42:12,53.13,121.6,4.87
06/14/2023 05:42:13,53.1,121.6,4.87
06/14/2023 05:42:14,53.1,121.7,4.88
06/14/2023 05:42:15,53.07,121.6,4.87
06/14/2023 05:42:16,53.1,121.4,4.87
06/14/2023 05:42:17,53.1,121.6,4.88
06/14/2023 05:42:18,53.07,121.8,4.88
06/14/2023 05:42:19,53.07,121.6,4.88
06/14/2023 05:42:20,53.1,121.6,4.88
06/14/2023 05:42:21,53.04,121.8,4.89
06/14/2023 05:42:22,53.07,121.7,4.88
06/14/2023 05:42:23,53.17,121.6,4.88
06/14/2023 05:42:24,53.04,121.4,4.87
06/14/2023 05:42:25,53.07,121.8,4.87
06/14/2023 05:42:26,53.1,121.8,4.87
06/14/2023 05:42:27,53.1,121.8,4.87
06/14/2023 05:42:28,53.07,121.4,4.87
06/14/2023 05:42:28,53.1,121.4,4.87
06/14/2023 05:42:29,53.1,121.1,4.87
06/14/2023 05:42:30,53.1,121.6,4.87
06/14/2023 05:42:31,53.07,121.6,4.87
06/14/2023 05:42:32,53.07,121.6,4.87
06/14/2023 05:42:33,53.1,121.1,4.87
06/14/2023 05:42:34,53.1,121.4,4.88
06/14/2023 05:42:35,53.1,121.1,4.88
06/14/2023 05:42:36,53.1,121.4,4.89
06/14/2023 05:42:37,53.1,121.8,4.89
06/14/2023 05:42:38,53.04,121.2,4.89
06/14/2023 05:42:39,53.13,121.6,4.89
06/14/2023 05:42:40,53.17,121.4,4.89
06/14/2023 05:42:41,53.13,121.2,4.89
06/14/2023 05:42:42,53.04,121.4,4.89
06/14/2023 05:42:43,53.04,121.1,4.89
06/14/2023 05:42:44,53.13,122.0,4.89
06/14/2023 05:42:45,53.1,121.2,4.89
06/14/2023 05:42:47,53.1,121.6,4.89
06/14/2023 05:42:48,53.1,121.4,4.89
06/14/2023 05:42:49,53.1,121.2,4.89
06/14/2023 05:42:50,53.1,121.6,4.89
06/14/2023 05:42:51,53.13,121.4,4.88
06/14/2023 05:42:52,53.13,121.8,4.88
06/14/2023 05:42:53,53.1,121.6,4.88
06/14/2023 05:42:54,53.1,121.8,4.89
06/14/2023 05:42:55,53.1,121.2,4.89
06/14/2023 05:42:56,53.1,121.6,4.89
06/14/2023 05:42:57,53.1,121.6,4.88
06/14/2023 05:42:58,53.1,121.1,4.88
06/14/2023 05:42:59,53.13,121.3,4.88
06/14/2023 05:43:00,53.1,121.1,4.88
06/14/2023 05:43:01,53.07,121.3,4.88
06/14/2023 05:43:02,53.1,121.6,4.89
06/14/2023 05:43:03,53.13,121.6,4.88
06/14/2023 05:43:04,53.07,121.2,4.89
06/14/2023 05:43:05,53.1,121.3,4.88
06/14/2023 05:43:06,53.1,120.9,4.89
06/14/2023 05:43:07,53.1,121.5,4.89
06/14/2023 05:43:08,53.1,121.6,4.89
06/14/2023 05:43:09,53.07,121.4,4.89
06/14/2023 05:43:10,53.07,121.4,4.89
06/14/2023 05:43:11,53.1,121.6,4.89
06/14/2023 05:43:12,53.1,121.3,4.89
06/14/2023 05:43:13,53.1,121.4,4.89
06/14/2023 05:43:14,53.1,121.6,4.89
06/14/2023 05:43:15,53.07,121.4,4.89
06/14/2023 05:43:16,53.1,121.6,4.89
06/14/2023 05:43:17,53.1,122.0,4.88
06/14/2023 05:43:18,53.1,121.5,4.89
06/14/2023 05:43:19,53.1,120.9,4.88
06/14/2023 05:43:20,53.1,121.6,4.89
06/14/2023 05:43:21,53.1,121.4,4.89
06/14/2023 05:43:22,53.07,121.4,4.87
06/14/2023 05:43:23,53.1,121.6,4.88
06/14/2023 05:43:24,53.1,121.1,4.87
06/14/2023 05:43:25,53.1,121.1,4.87
06/14/2023 05:43:26,53.17,121.3,4.88
06/14/2023 05:43:27,53.13,120.8,4.88
06/14/2023 05:43:28,53.29,121.3,4.88
06/14/2023 05:43:29,53.29,120.9,4.89
06/14/2023 05:43:30,53.2,121.5,4.89
06/14/2023 05:43:31,53.2,121.3,4.89
06/14/2023 05:43:32,53.1,119.8,4.91
06/14/2023 05:43:33,52.92,119.4,4.93
06/14/2023 05:43:34,52.77,119.2,4.95
06/14/2023 05:43:35,52.38,119.1,4.95
06/14/2023 05:43:36,51.99,119.1,4.95
06/14/2023 05:43:37,51.62,118.7,4.95
06/14/2023 05:43:38,51.26,119.1,4.95
06/14/2023 05:43:39,50.81,118.7,4.96
06/14/2023 05:43:40,50.41,118.5,4.96
06/14/2023 05:43:41,49.99,117.8,4.96
06/14/2023 05:43:42,49.66,118.0,4.97
06/14/2023 05:43:43,49.2,118.0,4.98
06/14/2023 05:43:44,48.81,117.9,4.98
06/14/2023 05:43:45,48.39,118.0,4.99
06/14/2023 05:43:46,47.9,117.8,4.98
06/14/2023 05:43:48,46.6,117.6,4.99
06/14/2023 05:43:48,47.09,117.9,4.98
06/14/2023 05:43:49,46.3,117.8,4.98
06/14/2023 05:43:50,45.79,117.4,4.98
06/14/2023 05:43:51,45.21,117.8,4.99
06/14/2023 05:43:52,44.85,117.4,4.98
06/14/2023 05:43:53,44.49,117.6,4.98
06/14/2023 05:43:54,44.09,117.6,4.99
06/14/2023 05:43:55,43.79,117.4,4.98
06/14/2023 05:43:56,43.61,117.8,4.98
06/14/2023 05:43:57,43.31,117.3,4.98
06/14/2023 05:43:58,43.06,117.8,4.98
