06/14/2023 06:21:13,86.72,-10.19,17.44
06/14/2023 06:21:13,86.72,-10.19,17.46
06/14/2023 06:21:14,85.24,-10.19,17.49
06/14/2023 06:21:15,85.44,-10.16,17.56
06/14/2023 06:21:16,90.69,-10.19,17.61
06/14/2023 06:21:17,87.98,-10.19,17.66
06/14/2023 06:21:18,84.70,-10.16,17.76
06/14/2023 06:21:19,84.17,-10.16,17.85
06/14/2023 06:21:20,85.06,-10.25,17.93
06/14/2023 06:21:21,134.3,-10.19,18.04
06/14/2023 06:21:22,143.4,-10.22,18.14
06/14/2023 06:21:23,152.8,-10.10,17.08
06/14/2023 06:21:24,153.1,-10.04,16.11
06/14/2023 06:21:25,152.0,-9.92,15.62
06/14/2023 06:21:26,151.1,-9.83,15.30
06/14/2023 06:21:27,151.4,-9.86,15.15
06/14/2023 06:21:28,151.3,-9.80,15.08
06/14/2023 06:21:29,151.1,-9.80,15.00
06/14/2023 06:21:30,151.5,-9.74,14.97
06/14/2023 06:21:31,151.1,-9.74,14.95
06/14/2023 06:21:32,151.3,-9.77,14.95
06/14/2023 06:21:33,151.3,-9.74,14.97
06/14/2023 06:21:34,151.1,-9.65,14.98
06/14/2023 06:21:35,151.5,-9.71,14.97
06/14/2023 06:21:36,151.5,-9.68,15.00
06/14/2023 06:21:37,151.1,-9.65,15.03
06/14/2023 06:21:38,151.5,-9.65,15.00
06/14/2023 06:21:39,151.3,-9.74,14.99
06/14/2023 06:21:40,151.9,-9.80,15.01
06/14/2023 06:21:41,151.1,-9.80,15.01
06/14/2023 06:21:42,151.0,-9.92,15.02
06/14/2023 06:21:42,151.3,-9.80,15.03
06/14/2023 06:21:43,151.8,-9.74,15.02
06/14/2023 06:21:44,151.8,-9.74,15.02
06/14/2023 06:21:45,151.3,-9.74,15.03
06/14/2023 06:21:46,151.5,-9.71,15.03
06/14/2023 06:21:47,150.7,-9.62,15.03
06/14/2023 06:21:48,151.5,-9.62,15.05
06/14/2023 06:21:49,151.1,-9.62,15.06
06/14/2023 06:21:50,151.5,-9.68,15.02
06/14/2023 06:21:51,151.7,-9.53,15.02
06/14/2023 06:21:52,148.3,-8.83,14.90
06/14/2023 06:21:53,144.1,-8.14,14.24
06/14/2023 06:21:54,140.9,-7.71,13.60
06/14/2023 06:21:55,134.2,-7.17,12.70
06/14/2023 06:21:56,131.2,-7.17,11.37
06/14/2023 06:21:57,129.6,-6.87,10.73
06/14/2023 06:21:58,128.1,-6.44,10.07
06/14/2023 06:21:59,125.1,-6.11,9.34
06/14/2023 06:22:00,123.9,-5.44,8.58
06/14/2023 06:22:01,121.9,-4.90,8.03
06/14/2023 06:22:02,120.0,-4.11,7.53
06/14/2023 06:22:03,119.1,-3.60,7.13
06/14/2023 06:22:04,118.5,-3.54,6.84
06/14/2023 06:22:05,118.0,-3.48,6.67
06/14/2023 06:22:06,118.2,-3.36,6.56
06/14/2023 06:22:07,117.6,-3.12,6.46
06/14/2023 06:22:08,117.6,-2.93,6.30
06/14/2023 06:22:09,116.5,-2.51,6.19
06/14/2023 06:22:10,115.8,-2.45,6.01
06/14/2023 06:22:11,115.8,-2.24,5.86
06/14/2023 06:22:12,115.8,-1.85,5.69
